"","shape","cell.width","cell.length","ratio","size.class","Acrobeles_emmatus_MB04","Acrobeles_emmatus_MB05","Acrobeles_emmatus_MB06","Acrobeles_emmatus_MB07","Acrobeles_emmatus_MB20","Acrobeles_emmatus_MB36","Acrobeles_mariannae_MB02","Acrobeles_mariannae_MB11","Acrobeles_mariannae_MB12","Acrobeles_mariannae_MB19","Acrobeles_mariannae_MB35","Acrobeles_mariannae_MB37","Acrobeles_sp_MB10","Acrobeles_sp_MB33","Acrobeloides_sp_MB26","Acrobeloides_sp_MB39","Acrobeloides_sp_MB40","Cervidellus_sp_MB03","Cervidellus_sp_MB24","Mesorhabditis_sp_MB16","Mesorhabditis_sp_MB17","Mesorhabditis_sp_MB27","Mesorhabditis_sp_MB28","PC_sample_A_PC1","PC_sample_E_PC4","PC_sample_F_PC5","PC_sample_G_PC3","PC_sample_M_PC2","Stegelleta_sp_MB01","Stegelleta_sp_MB14","Stegelleta_sp_MB15","Stegelleta_sp_MB31","Stegelleta_sp_MB32","Stegelleta_sp_MB38","Stegelletina_sp_MB09","Stegelletina_sp_MB13","Stegelletina_sp_MB21","Stegelletina_sp_MB29","Stegelletina_sp_MB30","Stegelletina_sp_MB34","total","superkingdom","kingdom","phylum","class","order","family","genus","tax"
"Flavisolibacter ginsengiterrae","rod",0.5,0.8,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6050,"Bacteria","Pseudomonadati","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter ginsengiterrae"
"Paeniroseomonas aquatica","ovoid",1,1.6,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,69,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Paeniroseomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Paeniroseomonas;Paeniroseomonas aquatica"
"Roseomonas vinacea","rod",0.95,1.55,1.631578947,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Roseomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;Roseomonas vinacea"
"Massilia jejuensis","rod",1.3,2.15,1.653846154,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia jejuensis"
"Leifsonia soli","rod",0.45,0.75,1.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia soli"
"Flavobacterium ovatum","rod",0.15,0.25,1.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108,"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium ovatum"
"Rubrivivax rivuli","rod",0.65,1.1,1.692307692,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Rubrivivax","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Rubrivivax;Rubrivivax rivuli"
"Flavobacterium gilvum","rod",0.5,0.85,1.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium gilvum"
"Pseudoduganella lutea","rod",1.9,3.25,1.710526316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella;Pseudoduganella lutea"
"Sphingomonas alpina","rod",0.7,1.2,1.714285714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas alpina"
"Sphingomonas fennica","rod",0.7,1.2,1.714285714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas fennica"
"Tianweitania populi","rod",0.7,1.2,1.714285714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Tianweitania","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Tianweitania;Tianweitania populi"
"Flavobacterium macacae","rod",0.55,0.95,1.727272727,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,530,"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium macacae"
"Aestuariivirga litoralis","rod",0.8,1.4,1.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aestuariivirgaceae","Aestuariivirga","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aestuariivirgaceae;Aestuariivirga;Aestuariivirga litoralis"
"Olivibacter ginsengisoli","rod",0.8,1.4,1.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Bacteria","Pseudomonadati","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Bacteria;Pseudomonadati;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter;Olivibacter ginsengisoli"
"Bosea thiooxidans","rod",0.85,1.5,1.764705882,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,62,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Boseaceae","Bosea","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea thiooxidans"
"Phenylobacterium immobile","rod",0.85,1.5,1.764705882,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium immobile"
"Nonomuraea solani","",0.81,1.43,1.765432099,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea solani"
"Massilia suwonensis","rod",0.7,1.25,1.785714286,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1411,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia suwonensis"
"Agaricicola taiwanensis","rod",0.5,0.9,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Agaricicola","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Agaricicola;Agaricicola taiwanensis"
"Chelativorans multitrophicus","rod",0.75,1.35,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34678,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Chelativorans","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans multitrophicus"
"Chelativorans oligotrophicus","rod",0.75,1.35,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Chelativorans","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans oligotrophicus"
"Deinococcus budaensis","ovoid",1,1.8,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,"Bacteria","Thermotogati","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Bacteria;Thermotogati;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus budaensis"
"Nocardioides pelophilus","rod",0.5,0.9,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides pelophilus"
"Rufibacter glacialis","rod",1,1.8,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter","Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter glacialis"
"Edaphobacter dinghuensis","rod",0.6,1.1,1.833333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,"Bacteria","Pseudomonadati","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Edaphobacter","Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;Edaphobacter dinghuensis"
"Ideonella paludis","rod",0.6,1.1,1.833333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Ideonella","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Ideonella;Ideonella paludis"
"Aquincola tertiaricarbonis","rod",0.95,1.75,1.842105263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Aquincola;Aquincola tertiaricarbonis"
"Exiguobacterium oxidotolerans","rod",0.65,1.2,1.846153846,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"Bacteria","Bacillati","Bacillota","Bacilli","Bacillales","Bacillales_Incertae_sedis","Exiguobacterium","Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillales_Incertae_sedis;Exiguobacterium;Exiguobacterium oxidotolerans"
"Flavobacterium ajazii","rod",0.62,1.15,1.85483871,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,218,"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium ajazii"
"Mucilaginibacter phyllosphaerae","rod",0.7,1.3,1.857142857,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,278,"Bacteria","Pseudomonadati","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Bacteria;Pseudomonadati;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter phyllosphaerae"
"Pseudacidobacterium ailaaui","rod",0.8,1.5,1.875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,"Bacteria","Pseudomonadati","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Pseudacidobacterium","Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Pseudacidobacterium;Pseudacidobacterium ailaaui"
"Phenylobacterium panacis","rod",0.45,0.85,1.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,342,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium panacis"
"Noviherbaspirillum aurantiacum","rod",0.95,1.8,1.894736842,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,63,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum aurantiacum"
"Pseudobdellovibrio exovorus","rod",0.5,0.95,1.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,268,"Bacteria","Pseudomonadati","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Pseudobdellovibrio","Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Pseudobdellovibrio;Pseudobdellovibrio exovorus"
"Angustibacter peucedani","rod",0.6,1.15,1.916666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae","Angustibacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter peucedani"
"Arenimicrobium luteum","ovoid",0.85,1.65,1.941176471,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2964,"Bacteria","Pseudomonadati","Acidobacteriota","Blastocatellia","Blastocatellales","Arenimicrobiaceae","Arenimicrobium","Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Arenimicrobiaceae;Arenimicrobium;Arenimicrobium luteum"
"Falsiroseomonas terricola","",0.9,1.75,1.944444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Falsiroseomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Falsiroseomonas;Falsiroseomonas terricola"
"Massilia violaceinigra","rod",0.9,1.75,1.944444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia violaceinigra"
"Methylobacterium durans","rod",0.9,1.75,1.944444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium durans"
"Microbacterium paludicola","rod",0.9,1.75,1.944444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium paludicola"
"Bradyrhizobium amphicarpaeae","rod",0.97,1.9,1.958762887,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium amphicarpaeae"
"Aeoliella mucimassa","",0.7,1.4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58,"Bacteria","Pseudomonadati","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Aeoliella","Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Aeoliella;Aeoliella mucimassa"
"Brevitalea aridisoli","rod",0.8,1.6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,"Bacteria","Pseudomonadati","Acidobacteriota","Blastocatellia","Blastocatellales","Arenimicrobiaceae","Brevitalea","Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Arenimicrobiaceae;Brevitalea;Brevitalea aridisoli"
"Chryseobacterium piscium","rod",0.5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium piscium"
"Dongia mobilis","rod",0.4,0.8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Dongiaceae","Dongia","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Dongia;Dongia mobilis"
"Hallella colorans","rod",0.5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,"Bacteria","Pseudomonadati","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;Hallella colorans"
"Herminiimonas saxobsidens","ovoid",0.4,0.8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas;Herminiimonas saxobsidens"
"Labrys wisconsinensis","rod",1.25,2.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Labrys","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Labrys;Labrys wisconsinensis"
"Massilia haematophila","rod",1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,492,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia haematophila"
"Massilia oculi","rod",1,2,2,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,832,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia oculi"
"Massilia varians","rod",1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,216,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia varians"
"Mesorhizobium ciceri","rod",0.5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1120,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium ciceri"
"Nocardioides aquiterrae","rod",1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides aquiterrae"
